,Id,Dataset,Filepath,Filename,Ext,Speaker,Text,Gender,Age,Race,Accent,Emotion,Intensity/Level
2237,,CREMA-D,./data/CREMA-D-master\AudioWAV\1028_IWL_FEA_XX.wav,1028_IWL_FEA_XX.wav,.wav,Crema_1028,I would like a new alarm clock,Female,57,Caucasian,Not Hispanic,Fear,Unspecified
2238,,CREMA-D,./data/CREMA-D-master\AudioWAV\1028_IWL_HAP_XX.wav,1028_IWL_HAP_XX.wav,.wav,Crema_1028,I would like a new alarm clock,Female,57,Caucasian,Not Hispanic,Happy,Unspecified
2239,,CREMA-D,./data/CREMA-D-master\AudioWAV\1028_IWL_NEU_XX.wav,1028_IWL_NEU_XX.wav,.wav,Crema_1028,I would like a new alarm clock,Female,57,Caucasian,Not Hispanic,Neutral,Unspecified
2240,,CREMA-D,./data/CREMA-D-master\AudioWAV\1028_IWL_SAD_XX.wav,1028_IWL_SAD_XX.wav,.wav,Crema_1028,I would like a new alarm clock,Female,57,Caucasian,Not Hispanic,Sad,Unspecified
2241,,CREMA-D,./data/CREMA-D-master\AudioWAV\1028_IWW_ANG_XX.wav,1028_IWW_ANG_XX.wav,.wav,Crema_1028,I wonder what this is about,Female,57,Caucasian,Not Hispanic,Anger,Unspecified
2242,,CREMA-D,./data/CREMA-D-master\AudioWAV\1028_IWW_DIS_XX.wav,1028_IWW_DIS_XX.wav,.wav,Crema_1028,I wonder what this is about,Female,57,Caucasian,Not Hispanic,Disgust,Unspecified
2243,,CREMA-D,./data/CREMA-D-master\AudioWAV\1028_IWW_FEA_XX.wav,1028_IWW_FEA_XX.wav,.wav,Crema_1028,I wonder what this is about,Female,57,Caucasian,Not Hispanic,Fear,Unspecified
2244,,CREMA-D,./data/CREMA-D-master\AudioWAV\1028_IWW_HAP_XX.wav,1028_IWW_HAP_XX.wav,.wav,Crema_1028,I wonder what this is about,Female,57,Caucasian,Not Hispanic,Happy,Unspecified
2245,,CREMA-D,./data/CREMA-D-master\AudioWAV\1028_IWW_NEU_XX.wav,1028_IWW_NEU_XX.wav,.wav,Crema_1028,I wonder what this is about,Female,57,Caucasian,Not Hispanic,Neutral,Unspecified
2246,,CREMA-D,./data/CREMA-D-master\AudioWAV\1028_IWW_SAD_XX.wav,1028_IWW_SAD_XX.wav,.wav,Crema_1028,I wonder what this is about,Female,57,Caucasian,Not Hispanic,Sad,Unspecified
2247,,CREMA-D,./data/CREMA-D-master\AudioWAV\1028_MTI_ANG_XX.wav,1028_MTI_ANG_XX.wav,.wav,Crema_1028,Maybe tomorrow it will be cold,Female,57,Caucasian,Not Hispanic,Anger,Unspecified
2248,,CREMA-D,./data/CREMA-D-master\AudioWAV\1028_MTI_DIS_XX.wav,1028_MTI_DIS_XX.wav,.wav,Crema_1028,Maybe tomorrow it will be cold,Female,57,Caucasian,Not Hispanic,Disgust,Unspecified
2249,,CREMA-D,./data/CREMA-D-master\AudioWAV\1028_MTI_FEA_XX.wav,1028_MTI_FEA_XX.wav,.wav,Crema_1028,Maybe tomorrow it will be cold,Female,57,Caucasian,Not Hispanic,Fear,Unspecified
2250,,CREMA-D,./data/CREMA-D-master\AudioWAV\1028_MTI_HAP_XX.wav,1028_MTI_HAP_XX.wav,.wav,Crema_1028,Maybe tomorrow it will be cold,Female,57,Caucasian,Not Hispanic,Happy,Unspecified
2251,,CREMA-D,./data/CREMA-D-master\AudioWAV\1028_MTI_NEU_XX.wav,1028_MTI_NEU_XX.wav,.wav,Crema_1028,Maybe tomorrow it will be cold,Female,57,Caucasian,Not Hispanic,Neutral,Unspecified
2252,,CREMA-D,./data/CREMA-D-master\AudioWAV\1028_MTI_SAD_XX.wav,1028_MTI_SAD_XX.wav,.wav,Crema_1028,Maybe tomorrow it will be cold,Female,57,Caucasian,Not Hispanic,Sad,Unspecified
2253,,CREMA-D,./data/CREMA-D-master\AudioWAV\1028_TAI_ANG_XX.wav,1028_TAI_ANG_XX.wav,.wav,Crema_1028,The airplane is almost full,Female,57,Caucasian,Not Hispanic,Anger,Unspecified
2254,,CREMA-D,./data/CREMA-D-master\AudioWAV\1028_TAI_DIS_XX.wav,1028_TAI_DIS_XX.wav,.wav,Crema_1028,The airplane is almost full,Female,57,Caucasian,Not Hispanic,Disgust,Unspecified
2255,,CREMA-D,./data/CREMA-D-master\AudioWAV\1028_TAI_FEA_XX.wav,1028_TAI_FEA_XX.wav,.wav,Crema_1028,The airplane is almost full,Female,57,Caucasian,Not Hispanic,Fear,Unspecified
2256,,CREMA-D,./data/CREMA-D-master\AudioWAV\1028_TAI_HAP_XX.wav,1028_TAI_HAP_XX.wav,.wav,Crema_1028,The airplane is almost full,Female,57,Caucasian,Not Hispanic,Happy,Unspecified
2257,,CREMA-D,./data/CREMA-D-master\AudioWAV\1028_TAI_NEU_XX.wav,1028_TAI_NEU_XX.wav,.wav,Crema_1028,The airplane is almost full,Female,57,Caucasian,Not Hispanic,Neutral,Unspecified
2258,,CREMA-D,./data/CREMA-D-master\AudioWAV\1028_TAI_SAD_XX.wav,1028_TAI_SAD_XX.wav,.wav,Crema_1028,The airplane is almost full,Female,57,Caucasian,Not Hispanic,Sad,Unspecified
2259,,CREMA-D,./data/CREMA-D-master\AudioWAV\1028_TIE_ANG_XX.wav,1028_TIE_ANG_XX.wav,.wav,Crema_1028,That is exactly what happened,Female,57,Caucasian,Not Hispanic,Anger,Unspecified
2260,,CREMA-D,./data/CREMA-D-master\AudioWAV\1028_TIE_DIS_XX.wav,1028_TIE_DIS_XX.wav,.wav,Crema_1028,That is exactly what happened,Female,57,Caucasian,Not Hispanic,Disgust,Unspecified
2261,,CREMA-D,./data/CREMA-D-master\AudioWAV\1028_TIE_FEA_XX.wav,1028_TIE_FEA_XX.wav,.wav,Crema_1028,That is exactly what happened,Female,57,Caucasian,Not Hispanic,Fear,Unspecified
2262,,CREMA-D,./data/CREMA-D-master\AudioWAV\1028_TIE_HAP_XX.wav,1028_TIE_HAP_XX.wav,.wav,Crema_1028,That is exactly what happened,Female,57,Caucasian,Not Hispanic,Happy,Unspecified
2263,,CREMA-D,./data/CREMA-D-master\AudioWAV\1028_TIE_NEU_XX.wav,1028_TIE_NEU_XX.wav,.wav,Crema_1028,That is exactly what happened,Female,57,Caucasian,Not Hispanic,Neutral,Unspecified
2264,,CREMA-D,./data/CREMA-D-master\AudioWAV\1028_TIE_SAD_XX.wav,1028_TIE_SAD_XX.wav,.wav,Crema_1028,That is exactly what happened,Female,57,Caucasian,Not Hispanic,Sad,Unspecified
2265,,CREMA-D,./data/CREMA-D-master\AudioWAV\1028_TSI_ANG_XX.wav,1028_TSI_ANG_XX.wav,.wav,Crema_1028,The surface is slick,Female,57,Caucasian,Not Hispanic,Anger,Unspecified
2266,,CREMA-D,./data/CREMA-D-master\AudioWAV\1028_TSI_DIS_XX.wav,1028_TSI_DIS_XX.wav,.wav,Crema_1028,The surface is slick,Female,57,Caucasian,Not Hispanic,Disgust,Unspecified
2267,,CREMA-D,./data/CREMA-D-master\AudioWAV\1028_TSI_FEA_XX.wav,1028_TSI_FEA_XX.wav,.wav,Crema_1028,The surface is slick,Female,57,Caucasian,Not Hispanic,Fear,Unspecified
2268,,CREMA-D,./data/CREMA-D-master\AudioWAV\1028_TSI_HAP_XX.wav,1028_TSI_HAP_XX.wav,.wav,Crema_1028,The surface is slick,Female,57,Caucasian,Not Hispanic,Happy,Unspecified
2269,,CREMA-D,./data/CREMA-D-master\AudioWAV\1028_TSI_NEU_XX.wav,1028_TSI_NEU_XX.wav,.wav,Crema_1028,The surface is slick,Female,57,Caucasian,Not Hispanic,Neutral,Unspecified
2270,,CREMA-D,./data/CREMA-D-master\AudioWAV\1028_TSI_SAD_XX.wav,1028_TSI_SAD_XX.wav,.wav,Crema_1028,The surface is slick,Female,57,Caucasian,Not Hispanic,Sad,Unspecified
2271,,CREMA-D,./data/CREMA-D-master\AudioWAV\1028_WSI_ANG_XX.wav,1028_WSI_ANG_XX.wav,.wav,Crema_1028,We'll stop in a couple of minutes,Female,57,Caucasian,Not Hispanic,Anger,Unspecified
2272,,CREMA-D,./data/CREMA-D-master\AudioWAV\1028_WSI_DIS_XX.wav,1028_WSI_DIS_XX.wav,.wav,Crema_1028,We'll stop in a couple of minutes,Female,57,Caucasian,Not Hispanic,Disgust,Unspecified
2273,,CREMA-D,./data/CREMA-D-master\AudioWAV\1028_WSI_FEA_XX.wav,1028_WSI_FEA_XX.wav,.wav,Crema_1028,We'll stop in a couple of minutes,Female,57,Caucasian,Not Hispanic,Fear,Unspecified
2274,,CREMA-D,./data/CREMA-D-master\AudioWAV\1028_WSI_HAP_XX.wav,1028_WSI_HAP_XX.wav,.wav,Crema_1028,We'll stop in a couple of minutes,Female,57,Caucasian,Not Hispanic,Happy,Unspecified
2275,,CREMA-D,./data/CREMA-D-master\AudioWAV\1028_WSI_NEU_XX.wav,1028_WSI_NEU_XX.wav,.wav,Crema_1028,We'll stop in a couple of minutes,Female,57,Caucasian,Not Hispanic,Neutral,Unspecified
2276,,CREMA-D,./data/CREMA-D-master\AudioWAV\1028_WSI_SAD_XX.wav,1028_WSI_SAD_XX.wav,.wav,Crema_1028,We'll stop in a couple of minutes,Female,57,Caucasian,Not Hispanic,Sad,Unspecified
2277,,CREMA-D,./data/CREMA-D-master\AudioWAV\1029_DFA_ANG_XX.wav,1029_DFA_ANG_XX.wav,.wav,Crema_1029,Don't forget a jacket,Female,33,African American,Not Hispanic,Anger,Unspecified
2278,,CREMA-D,./data/CREMA-D-master\AudioWAV\1029_DFA_DIS_XX.wav,1029_DFA_DIS_XX.wav,.wav,Crema_1029,Don't forget a jacket,Female,33,African American,Not Hispanic,Disgust,Unspecified
2279,,CREMA-D,./data/CREMA-D-master\AudioWAV\1029_DFA_FEA_XX.wav,1029_DFA_FEA_XX.wav,.wav,Crema_1029,Don't forget a jacket,Female,33,African American,Not Hispanic,Fear,Unspecified
2280,,CREMA-D,./data/CREMA-D-master\AudioWAV\1029_DFA_HAP_XX.wav,1029_DFA_HAP_XX.wav,.wav,Crema_1029,Don't forget a jacket,Female,33,African American,Not Hispanic,Happy,Unspecified
2281,,CREMA-D,./data/CREMA-D-master\AudioWAV\1029_DFA_NEU_XX.wav,1029_DFA_NEU_XX.wav,.wav,Crema_1029,Don't forget a jacket,Female,33,African American,Not Hispanic,Neutral,Unspecified
2282,,CREMA-D,./data/CREMA-D-master\AudioWAV\1029_DFA_SAD_XX.wav,1029_DFA_SAD_XX.wav,.wav,Crema_1029,Don't forget a jacket,Female,33,African American,Not Hispanic,Sad,Unspecified
2283,,CREMA-D,./data/CREMA-D-master\AudioWAV\1029_IEO_ANG_HI.wav,1029_IEO_ANG_HI.wav,.wav,Crema_1029,It's eleven o'clock,Female,33,African American,Not Hispanic,Anger,High
2284,,CREMA-D,./data/CREMA-D-master\AudioWAV\1029_IEO_ANG_LO.wav,1029_IEO_ANG_LO.wav,.wav,Crema_1029,It's eleven o'clock,Female,33,African American,Not Hispanic,Anger,Low
2285,,CREMA-D,./data/CREMA-D-master\AudioWAV\1029_IEO_ANG_MD.wav,1029_IEO_ANG_MD.wav,.wav,Crema_1029,It's eleven o'clock,Female,33,African American,Not Hispanic,Anger,Medium
2286,,CREMA-D,./data/CREMA-D-master\AudioWAV\1029_IEO_DIS_HI.wav,1029_IEO_DIS_HI.wav,.wav,Crema_1029,It's eleven o'clock,Female,33,African American,Not Hispanic,Disgust,High
2287,,CREMA-D,./data/CREMA-D-master\AudioWAV\1029_IEO_DIS_LO.wav,1029_IEO_DIS_LO.wav,.wav,Crema_1029,It's eleven o'clock,Female,33,African American,Not Hispanic,Disgust,Low
2288,,CREMA-D,./data/CREMA-D-master\AudioWAV\1029_IEO_DIS_MD.wav,1029_IEO_DIS_MD.wav,.wav,Crema_1029,It's eleven o'clock,Female,33,African American,Not Hispanic,Disgust,Medium
2289,,CREMA-D,./data/CREMA-D-master\AudioWAV\1029_IEO_FEA_HI.wav,1029_IEO_FEA_HI.wav,.wav,Crema_1029,It's eleven o'clock,Female,33,African American,Not Hispanic,Fear,High
2290,,CREMA-D,./data/CREMA-D-master\AudioWAV\1029_IEO_FEA_LO.wav,1029_IEO_FEA_LO.wav,.wav,Crema_1029,It's eleven o'clock,Female,33,African American,Not Hispanic,Fear,Low
2291,,CREMA-D,./data/CREMA-D-master\AudioWAV\1029_IEO_FEA_MD.wav,1029_IEO_FEA_MD.wav,.wav,Crema_1029,It's eleven o'clock,Female,33,African American,Not Hispanic,Fear,Medium
2292,,CREMA-D,./data/CREMA-D-master\AudioWAV\1029_IEO_HAP_HI.wav,1029_IEO_HAP_HI.wav,.wav,Crema_1029,It's eleven o'clock,Female,33,African American,Not Hispanic,Happy,High
2293,,CREMA-D,./data/CREMA-D-master\AudioWAV\1029_IEO_HAP_LO.wav,1029_IEO_HAP_LO.wav,.wav,Crema_1029,It's eleven o'clock,Female,33,African American,Not Hispanic,Happy,Low
2294,,CREMA-D,./data/CREMA-D-master\AudioWAV\1029_IEO_HAP_MD.wav,1029_IEO_HAP_MD.wav,.wav,Crema_1029,It's eleven o'clock,Female,33,African American,Not Hispanic,Happy,Medium
2295,,CREMA-D,./data/CREMA-D-master\AudioWAV\1029_IEO_NEU_XX.wav,1029_IEO_NEU_XX.wav,.wav,Crema_1029,It's eleven o'clock,Female,33,African American,Not Hispanic,Neutral,Unspecified
2296,,CREMA-D,./data/CREMA-D-master\AudioWAV\1029_IEO_SAD_HI.wav,1029_IEO_SAD_HI.wav,.wav,Crema_1029,It's eleven o'clock,Female,33,African American,Not Hispanic,Sad,High
2297,,CREMA-D,./data/CREMA-D-master\AudioWAV\1029_IEO_SAD_LO.wav,1029_IEO_SAD_LO.wav,.wav,Crema_1029,It's eleven o'clock,Female,33,African American,Not Hispanic,Sad,Low
2298,,CREMA-D,./data/CREMA-D-master\AudioWAV\1029_IEO_SAD_MD.wav,1029_IEO_SAD_MD.wav,.wav,Crema_1029,It's eleven o'clock,Female,33,African American,Not Hispanic,Sad,Medium
2299,,CREMA-D,./data/CREMA-D-master\AudioWAV\1029_IOM_ANG_XX.wav,1029_IOM_ANG_XX.wav,.wav,Crema_1029,I'm on my way to the meeting,Female,33,African American,Not Hispanic,Anger,Unspecified
2300,,CREMA-D,./data/CREMA-D-master\AudioWAV\1029_IOM_DIS_XX.wav,1029_IOM_DIS_XX.wav,.wav,Crema_1029,I'm on my way to the meeting,Female,33,African American,Not Hispanic,Disgust,Unspecified
2301,,CREMA-D,./data/CREMA-D-master\AudioWAV\1029_IOM_FEA_XX.wav,1029_IOM_FEA_XX.wav,.wav,Crema_1029,I'm on my way to the meeting,Female,33,African American,Not Hispanic,Fear,Unspecified
2302,,CREMA-D,./data/CREMA-D-master\AudioWAV\1029_IOM_HAP_XX.wav,1029_IOM_HAP_XX.wav,.wav,Crema_1029,I'm on my way to the meeting,Female,33,African American,Not Hispanic,Happy,Unspecified
2303,,CREMA-D,./data/CREMA-D-master\AudioWAV\1029_IOM_NEU_XX.wav,1029_IOM_NEU_XX.wav,.wav,Crema_1029,I'm on my way to the meeting,Female,33,African American,Not Hispanic,Neutral,Unspecified
2304,,CREMA-D,./data/CREMA-D-master\AudioWAV\1029_IOM_SAD_XX.wav,1029_IOM_SAD_XX.wav,.wav,Crema_1029,I'm on my way to the meeting,Female,33,African American,Not Hispanic,Sad,Unspecified
2305,,CREMA-D,./data/CREMA-D-master\AudioWAV\1029_ITH_ANG_XX.wav,1029_ITH_ANG_XX.wav,.wav,Crema_1029,I think I have a doctor's appointment,Female,33,African American,Not Hispanic,Anger,Unspecified
2306,,CREMA-D,./data/CREMA-D-master\AudioWAV\1029_ITH_DIS_XX.wav,1029_ITH_DIS_XX.wav,.wav,Crema_1029,I think I have a doctor's appointment,Female,33,African American,Not Hispanic,Disgust,Unspecified
2307,,CREMA-D,./data/CREMA-D-master\AudioWAV\1029_ITH_FEA_XX.wav,1029_ITH_FEA_XX.wav,.wav,Crema_1029,I think I have a doctor's appointment,Female,33,African American,Not Hispanic,Fear,Unspecified
2308,,CREMA-D,./data/CREMA-D-master\AudioWAV\1029_ITH_HAP_XX.wav,1029_ITH_HAP_XX.wav,.wav,Crema_1029,I think I have a doctor's appointment,Female,33,African American,Not Hispanic,Happy,Unspecified
2309,,CREMA-D,./data/CREMA-D-master\AudioWAV\1029_ITH_NEU_XX.wav,1029_ITH_NEU_XX.wav,.wav,Crema_1029,I think I have a doctor's appointment,Female,33,African American,Not Hispanic,Neutral,Unspecified
2310,,CREMA-D,./data/CREMA-D-master\AudioWAV\1029_ITH_SAD_XX.wav,1029_ITH_SAD_XX.wav,.wav,Crema_1029,I think I have a doctor's appointment,Female,33,African American,Not Hispanic,Sad,Unspecified
2311,,CREMA-D,./data/CREMA-D-master\AudioWAV\1029_ITS_ANG_XX.wav,1029_ITS_ANG_XX.wav,.wav,Crema_1029,I think I've seen this before,Female,33,African American,Not Hispanic,Anger,Unspecified
2312,,CREMA-D,./data/CREMA-D-master\AudioWAV\1029_ITS_DIS_XX.wav,1029_ITS_DIS_XX.wav,.wav,Crema_1029,I think I've seen this before,Female,33,African American,Not Hispanic,Disgust,Unspecified
2313,,CREMA-D,./data/CREMA-D-master\AudioWAV\1029_ITS_FEA_XX.wav,1029_ITS_FEA_XX.wav,.wav,Crema_1029,I think I've seen this before,Female,33,African American,Not Hispanic,Fear,Unspecified
2314,,CREMA-D,./data/CREMA-D-master\AudioWAV\1029_ITS_HAP_XX.wav,1029_ITS_HAP_XX.wav,.wav,Crema_1029,I think I've seen this before,Female,33,African American,Not Hispanic,Happy,Unspecified
2315,,CREMA-D,./data/CREMA-D-master\AudioWAV\1029_ITS_NEU_XX.wav,1029_ITS_NEU_XX.wav,.wav,Crema_1029,I think I've seen this before,Female,33,African American,Not Hispanic,Neutral,Unspecified
2316,,CREMA-D,./data/CREMA-D-master\AudioWAV\1029_ITS_SAD_XX.wav,1029_ITS_SAD_XX.wav,.wav,Crema_1029,I think I've seen this before,Female,33,African American,Not Hispanic,Sad,Unspecified
2317,,CREMA-D,./data/CREMA-D-master\AudioWAV\1029_IWL_ANG_XX.wav,1029_IWL_ANG_XX.wav,.wav,Crema_1029,I would like a new alarm clock,Female,33,African American,Not Hispanic,Anger,Unspecified
2318,,CREMA-D,./data/CREMA-D-master\AudioWAV\1029_IWL_DIS_XX.wav,1029_IWL_DIS_XX.wav,.wav,Crema_1029,I would like a new alarm clock,Female,33,African American,Not Hispanic,Disgust,Unspecified
2319,,CREMA-D,./data/CREMA-D-master\AudioWAV\1029_IWL_FEA_XX.wav,1029_IWL_FEA_XX.wav,.wav,Crema_1029,I would like a new alarm clock,Female,33,African American,Not Hispanic,Fear,Unspecified
2320,,CREMA-D,./data/CREMA-D-master\AudioWAV\1029_IWL_HAP_XX.wav,1029_IWL_HAP_XX.wav,.wav,Crema_1029,I would like a new alarm clock,Female,33,African American,Not Hispanic,Happy,Unspecified
2321,,CREMA-D,./data/CREMA-D-master\AudioWAV\1029_IWL_NEU_XX.wav,1029_IWL_NEU_XX.wav,.wav,Crema_1029,I would like a new alarm clock,Female,33,African American,Not Hispanic,Neutral,Unspecified
2322,,CREMA-D,./data/CREMA-D-master\AudioWAV\1029_IWL_SAD_XX.wav,1029_IWL_SAD_XX.wav,.wav,Crema_1029,I would like a new alarm clock,Female,33,African American,Not Hispanic,Sad,Unspecified
2323,,CREMA-D,./data/CREMA-D-master\AudioWAV\1029_IWW_ANG_XX.wav,1029_IWW_ANG_XX.wav,.wav,Crema_1029,I wonder what this is about,Female,33,African American,Not Hispanic,Anger,Unspecified
2324,,CREMA-D,./data/CREMA-D-master\AudioWAV\1029_IWW_DIS_XX.wav,1029_IWW_DIS_XX.wav,.wav,Crema_1029,I wonder what this is about,Female,33,African American,Not Hispanic,Disgust,Unspecified
2325,,CREMA-D,./data/CREMA-D-master\AudioWAV\1029_IWW_FEA_XX.wav,1029_IWW_FEA_XX.wav,.wav,Crema_1029,I wonder what this is about,Female,33,African American,Not Hispanic,Fear,Unspecified
2326,,CREMA-D,./data/CREMA-D-master\AudioWAV\1029_IWW_HAP_XX.wav,1029_IWW_HAP_XX.wav,.wav,Crema_1029,I wonder what this is about,Female,33,African American,Not Hispanic,Happy,Unspecified
2327,,CREMA-D,./data/CREMA-D-master\AudioWAV\1029_IWW_NEU_XX.wav,1029_IWW_NEU_XX.wav,.wav,Crema_1029,I wonder what this is about,Female,33,African American,Not Hispanic,Neutral,Unspecified
2328,,CREMA-D,./data/CREMA-D-master\AudioWAV\1029_IWW_SAD_XX.wav,1029_IWW_SAD_XX.wav,.wav,Crema_1029,I wonder what this is about,Female,33,African American,Not Hispanic,Sad,Unspecified
2329,,CREMA-D,./data/CREMA-D-master\AudioWAV\1029_MTI_ANG_XX.wav,1029_MTI_ANG_XX.wav,.wav,Crema_1029,Maybe tomorrow it will be cold,Female,33,African American,Not Hispanic,Anger,Unspecified
2330,,CREMA-D,./data/CREMA-D-master\AudioWAV\1029_MTI_DIS_XX.wav,1029_MTI_DIS_XX.wav,.wav,Crema_1029,Maybe tomorrow it will be cold,Female,33,African American,Not Hispanic,Disgust,Unspecified
2331,,CREMA-D,./data/CREMA-D-master\AudioWAV\1029_MTI_FEA_XX.wav,1029_MTI_FEA_XX.wav,.wav,Crema_1029,Maybe tomorrow it will be cold,Female,33,African American,Not Hispanic,Fear,Unspecified
2332,,CREMA-D,./data/CREMA-D-master\AudioWAV\1029_MTI_HAP_XX.wav,1029_MTI_HAP_XX.wav,.wav,Crema_1029,Maybe tomorrow it will be cold,Female,33,African American,Not Hispanic,Happy,Unspecified
2333,,CREMA-D,./data/CREMA-D-master\AudioWAV\1029_MTI_NEU_XX.wav,1029_MTI_NEU_XX.wav,.wav,Crema_1029,Maybe tomorrow it will be cold,Female,33,African American,Not Hispanic,Neutral,Unspecified
2334,,CREMA-D,./data/CREMA-D-master\AudioWAV\1029_MTI_SAD_XX.wav,1029_MTI_SAD_XX.wav,.wav,Crema_1029,Maybe tomorrow it will be cold,Female,33,African American,Not Hispanic,Sad,Unspecified
2335,,CREMA-D,./data/CREMA-D-master\AudioWAV\1029_TAI_ANG_XX.wav,1029_TAI_ANG_XX.wav,.wav,Crema_1029,The airplane is almost full,Female,33,African American,Not Hispanic,Anger,Unspecified
2336,,CREMA-D,./data/CREMA-D-master\AudioWAV\1029_TAI_DIS_XX.wav,1029_TAI_DIS_XX.wav,.wav,Crema_1029,The airplane is almost full,Female,33,African American,Not Hispanic,Disgust,Unspecified
2337,,CREMA-D,./data/CREMA-D-master\AudioWAV\1029_TAI_FEA_XX.wav,1029_TAI_FEA_XX.wav,.wav,Crema_1029,The airplane is almost full,Female,33,African American,Not Hispanic,Fear,Unspecified
2338,,CREMA-D,./data/CREMA-D-master\AudioWAV\1029_TAI_HAP_XX.wav,1029_TAI_HAP_XX.wav,.wav,Crema_1029,The airplane is almost full,Female,33,African American,Not Hispanic,Happy,Unspecified
2339,,CREMA-D,./data/CREMA-D-master\AudioWAV\1029_TAI_NEU_XX.wav,1029_TAI_NEU_XX.wav,.wav,Crema_1029,The airplane is almost full,Female,33,African American,Not Hispanic,Neutral,Unspecified
2340,,CREMA-D,./data/CREMA-D-master\AudioWAV\1029_TAI_SAD_XX.wav,1029_TAI_SAD_XX.wav,.wav,Crema_1029,The airplane is almost full,Female,33,African American,Not Hispanic,Sad,Unspecified
2341,,CREMA-D,./data/CREMA-D-master\AudioWAV\1029_TIE_ANG_XX.wav,1029_TIE_ANG_XX.wav,.wav,Crema_1029,That is exactly what happened,Female,33,African American,Not Hispanic,Anger,Unspecified
2342,,CREMA-D,./data/CREMA-D-master\AudioWAV\1029_TIE_DIS_XX.wav,1029_TIE_DIS_XX.wav,.wav,Crema_1029,That is exactly what happened,Female,33,African American,Not Hispanic,Disgust,Unspecified
2343,,CREMA-D,./data/CREMA-D-master\AudioWAV\1029_TIE_FEA_XX.wav,1029_TIE_FEA_XX.wav,.wav,Crema_1029,That is exactly what happened,Female,33,African American,Not Hispanic,Fear,Unspecified
2344,,CREMA-D,./data/CREMA-D-master\AudioWAV\1029_TIE_HAP_XX.wav,1029_TIE_HAP_XX.wav,.wav,Crema_1029,That is exactly what happened,Female,33,African American,Not Hispanic,Happy,Unspecified
2345,,CREMA-D,./data/CREMA-D-master\AudioWAV\1029_TIE_NEU_XX.wav,1029_TIE_NEU_XX.wav,.wav,Crema_1029,That is exactly what happened,Female,33,African American,Not Hispanic,Neutral,Unspecified
2346,,CREMA-D,./data/CREMA-D-master\AudioWAV\1029_TIE_SAD_XX.wav,1029_TIE_SAD_XX.wav,.wav,Crema_1029,That is exactly what happened,Female,33,African American,Not Hispanic,Sad,Unspecified
2347,,CREMA-D,./data/CREMA-D-master\AudioWAV\1029_TSI_ANG_XX.wav,1029_TSI_ANG_XX.wav,.wav,Crema_1029,The surface is slick,Female,33,African American,Not Hispanic,Anger,Unspecified
2348,,CREMA-D,./data/CREMA-D-master\AudioWAV\1029_TSI_DIS_XX.wav,1029_TSI_DIS_XX.wav,.wav,Crema_1029,The surface is slick,Female,33,African American,Not Hispanic,Disgust,Unspecified
2349,,CREMA-D,./data/CREMA-D-master\AudioWAV\1029_TSI_FEA_XX.wav,1029_TSI_FEA_XX.wav,.wav,Crema_1029,The surface is slick,Female,33,African American,Not Hispanic,Fear,Unspecified
2350,,CREMA-D,./data/CREMA-D-master\AudioWAV\1029_TSI_HAP_XX.wav,1029_TSI_HAP_XX.wav,.wav,Crema_1029,The surface is slick,Female,33,African American,Not Hispanic,Happy,Unspecified
2351,,CREMA-D,./data/CREMA-D-master\AudioWAV\1029_TSI_NEU_XX.wav,1029_TSI_NEU_XX.wav,.wav,Crema_1029,The surface is slick,Female,33,African American,Not Hispanic,Neutral,Unspecified
2352,,CREMA-D,./data/CREMA-D-master\AudioWAV\1029_TSI_SAD_XX.wav,1029_TSI_SAD_XX.wav,.wav,Crema_1029,The surface is slick,Female,33,African American,Not Hispanic,Sad,Unspecified
2353,,CREMA-D,./data/CREMA-D-master\AudioWAV\1029_WSI_ANG_XX.wav,1029_WSI_ANG_XX.wav,.wav,Crema_1029,We'll stop in a couple of minutes,Female,33,African American,Not Hispanic,Anger,Unspecified
2354,,CREMA-D,./data/CREMA-D-master\AudioWAV\1029_WSI_DIS_XX.wav,1029_WSI_DIS_XX.wav,.wav,Crema_1029,We'll stop in a couple of minutes,Female,33,African American,Not Hispanic,Disgust,Unspecified
2355,,CREMA-D,./data/CREMA-D-master\AudioWAV\1029_WSI_FEA_XX.wav,1029_WSI_FEA_XX.wav,.wav,Crema_1029,We'll stop in a couple of minutes,Female,33,African American,Not Hispanic,Fear,Unspecified
2356,,CREMA-D,./data/CREMA-D-master\AudioWAV\1029_WSI_HAP_XX.wav,1029_WSI_HAP_XX.wav,.wav,Crema_1029,We'll stop in a couple of minutes,Female,33,African American,Not Hispanic,Happy,Unspecified
2357,,CREMA-D,./data/CREMA-D-master\AudioWAV\1029_WSI_NEU_XX.wav,1029_WSI_NEU_XX.wav,.wav,Crema_1029,We'll stop in a couple of minutes,Female,33,African American,Not Hispanic,Neutral,Unspecified
2358,,CREMA-D,./data/CREMA-D-master\AudioWAV\1029_WSI_SAD_XX.wav,1029_WSI_SAD_XX.wav,.wav,Crema_1029,We'll stop in a couple of minutes,Female,33,African American,Not Hispanic,Sad,Unspecified
2359,,CREMA-D,./data/CREMA-D-master\AudioWAV\1030_DFA_ANG_XX.wav,1030_DFA_ANG_XX.wav,.wav,Crema_1030,Don't forget a jacket,Female,42,African American,Not Hispanic,Anger,Unspecified
